geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
POINT (-122.6786321 45.5107447),The Dreamer,,,,,,artwork
POINT (-122.6778378 45.5129137),Morton's The Steakhouse,steak_house,Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 17:00-23:00; Su 17:00-22:00,,,Southwest Clay Street,restaurant
POINT (-122.6774319 45.5119799),,,,,,,parking_entrance
POINT (-122.753001 45.4653823),Wells Fargo,,,,,,atm
POINT (-122.7339518 45.538205),,,,,,,parking
POINT (-122.6743248 45.5096438),,,,,,,parking_entrance
POINT (-122.706526 45.535082),Northwest Neighborhood,,,,,Northwest Thurman Street,veterinary
POINT (-122.60899 45.4756341),Space Age,,,,,,fuel
POINT (-122.6703876 45.5364596),Free Camp David W. Caruther,,,,,,squat
POINT (-122.6568402 45.5226548),Doug Fir,,,,,,nightclub
POINT (-122.6568779 45.522793),Doug Fir Lounge,,"00:00-02:30,07:00-24:00",,,East Burnside Street,restaurant
POINT (-122.708301 45.5307669),USPS,,,,,,post_box
POINT (-122.6678532 45.4977868),,,,,,,bench
POINT (-122.6709868 45.4987276),Daily Cafe,,Mo-Fr 07:00-17:00,,,South Bond Avenue,restaurant
POINT (-122.67889 45.508125),United States Postal Service,,,,,,post_box
POINT (-122.678567 45.5092947),U-Park,,,,,,parking_entrance
POINT (-122.6772858 45.5106004),,,,,,,bench
POINT (-122.6002263 45.5626025),,mexican,,,,,fast_food
POINT (-122.6004681 45.5625352),Best Food Mart,,,,,,convenience
POINT (-122.6202767 45.557156),Javelina,,"Th-Mo 11:00-15:00,17:00-20:00",,,,restaurant
POINT (-122.6200674 45.5572857),Naya,,"""By Appointment""",,,,community_centre
POINT (-122.7304489 45.5758857),The Anchor,,,,,,cafe
POINT (-122.725513 45.5731896),Pilot House,,,,,,cafe
POINT (-122.6531 45.4701302),,,,,,,post_box
POINT (-122.609178 45.4748722),,,,,,,post_box
POINT (-122.6108857 45.501335),50th Market,,,,,,convenience
POINT (-122.610774 45.4967376),United States Postal Service,,,,,,post_box
POINT (-122.6085975 45.4847403),Cultiv8,,,,,Southeast 52nd Avenue,cannabis
POINT (-122.6295267 45.4622752),Panadería Mexicana Cinco de Mayo,,,,,Southeast 32nd Avenue,bakery
POINT (-122.6745314 45.5475801),Brave Neighbor Coffeehouse & Social,,Mo-Su 08:00-20:00,,,North Fremont Street,coffee
POINT (-122.6736008 45.5476395),Grand Central Bakery,,"Sa,Su 08:00-16:00; Mo-Fr 07:00-16:00",,,North Fremont Street,cafe
POINT (-122.6363354 45.5194092),Goodfoot Pub & Lounge,,Mo-Su 17:00-02:00,,,Southeast Stark Street,pub
POINT (-122.6800224 45.5184686),,,,,,,motorcycle_parking
POINT (-122.6097747 45.4683628),52nd Avenue Market,,,,,,convenience
POINT (-122.6510634 45.5352055),BobaTale Tea House,bubble_tea,Mo-Su 11:00-21:00,,,Northeast Broadway,cafe
POINT (-122.6680608 45.577485),Javier's Taqueria,,24/7,,,North Lombard Street,fast_food
POINT (-122.678463 45.507111),United States Postal Service,,,,,,post_box
POINT (-122.6540143 45.4906571),Food Mart (Arco),,,,,,convenience
POINT (-122.6795841 45.599843),,,,,,,drinking_water
POINT (-122.6765278 45.5274616),,,,,,,drinking_water
POINT (-122.7250787 45.528294),Witch's Castle,,,,,,attraction
POINT (-122.562358 45.5225188),,,,,,,post_box
POINT (-122.6992768 45.5246229),El Mezcalito PDX,mexican,,,,Northwest Westover Road,restaurant
POINT (-122.6757019 45.5181756),,,,,,,drinking_water
POINT (-122.671881 45.4773039),,,,,,,post_box
POINT (-122.6760051 45.5175286),,,,,,,drinking_water
POINT (-122.6611768 45.5716343),Black Rose Market,,,,,Northeast Martin Luther King Junior Boulevard,convenience
POINT (-122.6257893 45.507426),,,,,,,post_box
POINT (-122.697635 45.539551),Grand Central Bakery,,,,,Northwest York Street,bakery
POINT (-122.705034 45.4761455),,,,,,,post_box
POINT (-122.568868 45.4971042),Jiffy Lube,,,,,Southeast Powell Boulevard,car_repair
POINT (-122.5565465 45.4895937),The Takahashi,,,,,,restaurant
POINT (-122.5561657 45.4895411),Plaid Pantry,,,,,,convenience
POINT (-122.552683 45.4828467),Henry C Store,,,,,,convenience
POINT (-122.5669055 45.4809153),,,,,,,vending_machine
POINT (-122.5670242 45.4801056),,,,,,,vending_machine
POINT (-122.566766 45.4805681),,,,,,,telephone
POINT (-122.5596875 45.4773802),Java Jazz,,,,,,cafe
POINT (-122.5591774 45.4774457),Mt. Scott Market,,,,,,convenience
POINT (-122.618088 45.5371559),Chase,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,Northeast Sandy Boulevard,bank
POINT (-122.6369298 45.526559),Pambiche,cuban,Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa 09:00-24:00; Su 09:00-22:00,,,Northeast Glisan Street,restaurant
POINT (-122.6201218 45.533637),Happy Bibimbap House 2,korean,,,,Northeast Halsey Street,restaurant
POINT (-122.7045126 45.5369601),Valvoline,,"Su 08:30-17:00, Mo-Fr 08:00-19:00, Sa 08:00-18:00",,,Northwest 26th Avenue,car_repair
POINT (-122.7051349 45.5369601),Meriwether's Restaurant,american,,,,Northwest Vaughn Street,restaurant
POINT (-122.705926 45.5369155),,,,,,,hairdresser
POINT (-122.6996881 45.5355983),St. Honoré,,Mo-Su 06:30-18:00,,,Northwest Thurman Street,bakery
POINT (-122.6473497 45.5227385),Eastburn,american,"Su-Th 11:00-24:00; Fr,Sa 11:00-02:00",,,East Burnside Street,pub
POINT (-122.6942263 45.525382),Rudy's Barbershop,,,,,Northwest 21st Avenue,hairdresser
POINT (-122.823218 45.6030875),,,,,,,information
POINT (-122.8215994 45.6013438),,,,,,,information
POINT (-122.6996933 45.5357795),Phuket Cafe,,,,,Northwest 23rd Place,restaurant
POINT (-122.6519178 45.4744956),Wilhelm's Portland Memorial Funeral Home,,"Mo-Su,PH 09:00-17:00",,,Southeast 14th Avenue,funeral_directors
POINT (-122.6376423 45.5267237),Dove Vivi,pizza,16:00-22:00,,,Northeast Glisan Street,restaurant
POINT (-122.6374553 45.5267851),28th Food Mart,,,,,Northeast Glisan Street,convenience
POINT (-122.6452115 45.5255824),Oregonians Credit Union,,"Mo-Th 09:00-17:00, Fr 09:00-18:00",,,Northeast 20th Avenue,bank
POINT (-122.630481 45.5163481),Laughing Planet,mexican,,,yes,Southeast Belmont Street,fast_food
POINT (-122.6284775 45.5165599),Avalon Theatre,,,,,Southeast Belmont Street,cinema
POINT (-122.6108601 45.5303896),,,,,,,bench
POINT (-122.6113589 45.5306301),,,,,,,waste_basket
POINT (-122.6511499 45.5352053),Charm Thai Restaurant,thai,,,,Northeast Broadway,restaurant
POINT (-122.6661452 45.5114637),,,,yes,,,information
POINT (-122.7326109 45.4807041),,,,,,,bench
POINT (-122.6951311 45.4780738),,,,,,,bicycle_parking
POINT (-122.6609563 45.4665615),,,,,,,picnic_site
POINT (-122.5746684 45.4794098),,,,,,,telephone
POINT (-122.5725706 45.4745623),,,,,,,picnic_site
POINT (-122.5730484 45.4740713),,,,,,,toilets
POINT (-122.665948 45.5122523),,,,,,,motorcycle_parking
POINT (-122.6361545 45.4784447),,,,,,,fountain
POINT (-122.5536353 45.559501),Parkrose Hardware,,,,,Northeast Sandy Boulevard,doityourself
POINT (-122.5443472 45.5581316),Budget Inn Portland Airport,,,,,Northeast Sandy Boulevard,motel
POINT (-122.5358497 45.5615588),Flooring Depot,,,,,Northeast 122nd Avenue,flooring
POINT (-122.5356459 45.5615082),Mac Pac,,,,,Northeast 122nd Avenue,computer
POINT (-122.535434 45.5614537),Parr Cabinet Outlet,,,,,Northeast 122nd Avenue,cabinets
POINT (-122.692581 45.5202685),,,,,,,post_box
POINT (-122.6361024 45.4775852),,,,,,,toilets
POINT (-122.6826364 45.5564956),Plaid Pantry,,,,,North Going Street,convenience
POINT (-122.68182 45.5564846),Taco Bell,tex-mex,Mo-Fr 08:00-02:00; Sa-Su 09:00-03:00,,yes,North Interstate Avenue,fast_food
POINT (-122.5746891 45.47947),Woodstock Market,,,,,,convenience
POINT (-122.718787 45.5185076),,,,,,,viewpoint
POINT (-122.676266 45.5286287),Wilfs Restaurant,,"We,Fr,Sa 17:00-22:00; Th 17:00-21:00",,,Northwest 6th Avenue,restaurant
POINT (-122.5726819 45.4745058),,,,,,,waste_basket
POINT (-122.5730441 45.4741444),,,,,,,drinking_water
POINT (-122.5734484 45.473342),,,,,,,picnic_site
POINT (-122.5793754 45.4828702),,,,,,,waste_basket
POINT (-122.572749 45.4744024),,,,,,,picnic_site
POINT (-122.5938975 45.4630167),,,,,,,picnic_site
POINT (-122.572875 45.4745491),,,,,,,picnic_site
POINT (-122.5724595 45.4744194),,,,,,,picnic_site
POINT (-122.7060309 45.5195209),,,,,,,toilets
POINT (-122.6936339 45.5591501),,,,,,,parking_entrance
POINT (-122.6670535 45.5184729),,,,,,,bench
POINT (-122.667164 45.5183253),,,,,,,bench
POINT (-122.667084 45.5184573),,,,,,,bench
POINT (-122.667234 45.5180706),,,,,,,bench
POINT (-122.6672134 45.5181204),,,,,,,bench
POINT (-122.667161 45.518296),,,,,,,bench
POINT (-122.6733072 45.5140422),,,,yes,,,toilets
POINT (-122.667114 45.5184386),,,,,,,bench
POINT (-122.667224 45.5180951),,,,,,,bench
POINT (-122.667161 45.5182711),,,,,,,bench
POINT (-122.6704669 45.4688052),,,,,,,viewpoint
POINT (-122.636632 45.5355349),,,,,,,post_box
POINT (-122.6287177 45.4808168),,,,,,,drinking_water
POINT (-122.7079553 45.499173),,,,,,,drinking_water
POINT (-122.5731113 45.4741886),,,,,,,picnic_site
POINT (-122.5732051 45.474119),,,,,,,picnic_site
POINT (-122.6255489 45.4730965),,,,,,,drinking_water
POINT (-122.6376032 45.4827326),Berry Good Produce,,Mo-Sa 10:30-05:30,yes,,,greengrocer
POINT (-122.7079402 45.4988352),,,,,,,viewpoint
POINT (-122.6761693 45.4413252),,,,,,,toilets
POINT (-122.6760594 45.4415415),,,,,,,drinking_water
POINT (-122.709951 45.5144027),,,,,,,parking
POINT (-122.5790485 45.5479077),76,,24/7,,,Northeast 82nd Avenue,fuel
POINT (-122.5784381 45.5478821),Arco,,,,,,fuel
POINT (-122.609026 45.4790143),7-Eleven,,,,,Southeast Woodstock Boulevard,convenience
POINT (-122.692484 45.5199017),,,,,,,parking_entrance
POINT (-122.6824289 45.4966265),,,,,,,parking_entrance
POINT (-122.6759353 45.5221799),,,,,,,parking_entrance
POINT (-122.7007768 45.5351295),,,,yes,,,vending_machine
POINT (-122.677318 45.5224625),,,,,,,parking_entrance
POINT (-122.7533084 45.601577),,,,,,,bench
POINT (-122.6203036 45.5046554),Sckavone's Restaurant,american,"Th,Fr 11:00-20:00; Sa,Su 09:00-20:00",,,Southeast Division Street,restaurant
POINT (-122.7040569 45.5567461),,,,,,,bench
POINT (-122.7065877 45.5191046),,,,,,,drinking_water
POINT (-122.5589018 45.4773919),Taqueria El Cazador,mexican,,,,,restaurant
POINT (-122.5632523 45.4779071),Video Game Wizards,,,,,,hifi
POINT (-122.6631852 45.5269179),,,,,,,parking_entrance
POINT (-122.4975486 45.4904961),,,,,,,toilets
POINT (-122.590633 45.5150307),,,,,,,drinking_water
POINT (-122.5932656 45.5133131),,,,,,,drinking_water
POINT (-122.5941105 45.5103885),,,,,,,drinking_water
POINT (-122.5995983 45.51333),,,,,,,drinking_water
POINT (-122.6196697 45.5331789),,,,,,,parking_entrance
POINT (-122.6358027 45.4935311),Ship Ahoy,,Mo-Su 10:00-02:30,,,Southeast Gladstone Street,pub
POINT (-122.6497183 45.4803906),Papa Haydn,international;dessert,Mo-Su 11:30-22:00,,,Southeast Milwaukie Avenue,restaurant
POINT (-122.6940156 45.596158),,burger,,,,,cafe
POINT (-122.6616844 45.4725272),,,,no,,,attraction
POINT (-122.6545882 45.5315913),,,,,,,parking_entrance
POINT (-122.655581 45.5335107),,,,,,,parking_entrance
POINT (-122.7041332 45.5567723),,,,,,,bicycle_parking
POINT (-122.7809767 45.5408658),,,,,,,shelter
POINT (-122.783854 45.5362811),,,,,,,drinking_water
POINT (-122.666026 45.515284),Clark Lewis,,,,no,Southeast Water Avenue,restaurant
POINT (-122.6814308 45.5264214),Phó Văn Fresh,vietnamese,Mo-Sa 11:00-22:00,yes,,Northwest Glisan Street,restaurant
POINT (-122.751384 45.5889763),The Fixin' To,,"Mo-Fr 03:00-02:00, Sa,Su 12:00-02:00",,,North Lombard Street,pub
POINT (-122.6259902 45.522148),,,,yes,,,toilets
POINT (-122.6321649 45.4818322),Cerf Amphitheatre,,,,,,theatre
POINT (-122.6378636 45.5266489),A-1 Cleaners,,,,,Northeast Glisan Street,laundry
POINT (-122.7496729 45.6007889),,,,,,,bench
POINT (-122.7494457 45.6008281),Cathedral Gardens Site Map,,,yes,,,information
POINT (-122.7496246 45.6007773),Cathedral Gardens Community Kiosk,,24/7,limited,,,public_bookcase
POINT (-122.719443 45.5841321),,,,,,,bicycle_parking
POINT (-122.6611893 45.4717177),,,,,,,bicycle_parking
POINT (-122.6683418 45.5319277),,,,,,,parking_entrance
POINT (-122.599544 45.54816),United States Postal Service,,,,,,post_box
POINT (-122.604319 45.5480529),Rose City Speedway Fuel,,,,,,fuel
POINT (-122.6043839 45.5483986),Peter's Bar and Grill,,,,,,bar
POINT (-122.6215558 45.4967657),,,,,,,parking_entrance
POINT (-122.60134 45.555),United States Postal Service,,,,,,post_box
POINT (-122.64584 45.5146734),Southeast Portland Tool Library,,"Tu,Th 17:30-19:00; Sa 09:00-12:00",,,Southeast 20th Avenue,tool_library
POINT (-122.698418 45.529659),BMO,,Mo-Fr 09:00-17:00; PH off,,,Northwest 23rd Avenue,bank
POINT (-122.6987367 45.5296935),Nob Hill Bar & Grill,,,,,Northwest 23rd Avenue,pub
POINT (-122.6987688 45.5299003),,,,,,Northwest 23rd Avenue,vacant
POINT (-122.6988135 45.5303617),Dorio Greek Taverna,greek,,,,Northwest 23rd Avenue,restaurant
POINT (-122.5066911 45.4914699),,,,,,,bench
POINT (-122.5049138 45.4918251),,,,,,,bench
POINT (-122.6766156 45.5209115),,,,,,,clock
POINT (-122.6660421 45.5280612),,,,,,,viewpoint
POINT (-122.671319 45.5202385),,,,,,,drinking_water
POINT (-122.5935122 45.588079),,,,,,,bicycle_parking
POINT (-122.6817846 45.5113462),,,,,,,bicycle_parking
POINT (-122.682522 45.5115268),,,,,,,bicycle_parking
POINT (-122.6822407 45.5117933),,,,,,,bicycle_parking
POINT (-122.6817178 45.51187),,,,,,,bicycle_parking
POINT (-122.6821502 45.512134),,,,,,,bicycle_parking
POINT (-122.671079 45.5224016),,,,,,,artwork
POINT (-122.6708508 45.522388),,,,no,,,artwork
POINT (-122.6799643 45.5316188),,,,yes,,,vending_machine
POINT (-122.6803556 45.5318984),,,,yes,,,vending_machine
POINT (-122.682178 45.5287313),The Portland Loo,,,yes,,,toilets
POINT (-122.6748445 45.5588973),Cullen's Corner,,,,,North Albina Avenue,convenience
POINT (-122.680952 45.5204057),United States Postal Service,,,,,,post_box
POINT (-122.6817909 45.5290808),,,,,,,fountain
POINT (-122.6709947 45.4952887),,,,yes,,,vending_machine
POINT (-122.6709736 45.4959203),,,,yes,,,vending_machine
POINT (-122.7082578 45.5042274),,,,,,,bench
POINT (-122.7076134 45.5040403),,,,,,,bench
POINT (-122.7074639 45.5040476),,,,,,,bicycle_parking
POINT (-122.6823877 45.569522),Nite Hawk,,,,,North Interstate Avenue,restaurant
POINT (-122.6824306 45.5700403),Futura Coffee Roasters,coffee_shop,,,,North Rosa Parks Way,cafe
POINT (-122.6745215 45.5702806),Civic Food Mart,,Mo-Sa 07:00-23:00; Su 08:00-22:00,,,North Rosa Parks Way,convenience
POINT (-122.6687333 45.5775255),Ed's Market,,,,,,convenience
POINT (-122.6691107 45.5775278),Alpine Laundry,,24/7,,,North Lombard Street,laundry
POINT (-122.6682989 45.576682),El Torito,,,,,North Vancouver Avenue,convenience
POINT (-122.6839162 45.4990083),,,,,,,parking_entrance
POINT (-122.6863469 45.4994314),,,,,,,parking_entrance
POINT (-122.7053095 45.4975304),,,,,,,drinking_water
POINT (-122.6431009 45.5122419),,,,,,,bicycle_parking
POINT (-122.7073974 45.4987822),,,,,,,bicycle_parking
POINT (-122.6679729 45.5328856),,,,,,,bench
POINT (-122.6681086 45.5328877),,,,,,,bench
POINT (-122.6681123 45.5329051),,,,,,,bench
POINT (-122.6684444 45.5329701),,,,,,,shelter
POINT (-122.5668807 45.4775116),,,,,,,information
POINT (-122.5667939 45.4818116),,,,,,,information
POINT (-122.5665159 45.4960381),,,,,,,information
POINT (-122.5665597 45.4981698),,,,,,,information
POINT (-122.6476742 45.4937673),,,,,,,bicycle_parking
POINT (-122.5701517 45.4848307),,,,,,,toilets
POINT (-122.5696206 45.4881253),,,,,,,toilets
POINT (-122.5523662 45.4757158),Rollin' Tire Interpretive Site,,,,,,information
POINT (-122.7127633 45.5357694),,,,,,,bench
POINT (-122.5356058 45.5038229),Original Steer Meat Market,,,,,,butcher
POINT (-122.6806426 45.5478062),,,,,,,parking_entrance
POINT (-122.6025547 45.4756316),DQ Grill & Chill,ice_cream;burger,,,yes,Southeast Duke Street,fast_food
POINT (-122.6091116 45.4779402),Goodwill,,,,,,charity
POINT (-122.6070072 45.4788514),Plaid Pantry,,,,,,convenience
POINT (-122.6062244 45.4789887),Mezza Middle Eastern Cuisine,middle_eastern,,,,,restaurant
POINT (-122.6050036 45.4789699),Super Torta,mexican,,,,Southeast Woodstock Boulevard,restaurant
POINT (-122.6541573 45.5230413),Noble Rot,,"Mo-Th 17:00-22:00; Fr,Sa 17:00-23:00; Su 17:00-21:00",,,East Burnside Street,restaurant
POINT (-122.6725537 45.4992911),,,,,,,bench
POINT (-122.6537893 45.5295796),,,,,,,parking_entrance
POINT (-122.7357774 45.4710409),,,,,,,bench
POINT (-122.5899166 45.468016),Grocery Outlet,,,,,Southeast Flavel Street,supermarket
POINT (-122.578849 45.4689415),Bi-Lo Mini Mart,,,,,,convenience
POINT (-122.601949 45.4684373),Sawyer's Market,,,,,,convenience
POINT (-122.5690383 45.4681815),Checkers Market,,,,,,convenience
POINT (-122.6948173 45.5314364),Marrakesh,moroccan,,,,Northwest 21st Avenue,restaurant
POINT (-122.656319 45.5339438),BMO,,,,,,atm
POINT (-122.5918602 45.5129019),,,,,,,bench
POINT (-122.5968715 45.5152841),,,,,,,bench
POINT (-122.5968595 45.5153032),,,,,,,bench
POINT (-122.6588428 45.5424844),TwentySix Cafe,coffee_shop,,yes,,Northeast 7th Avenue,cafe
POINT (-122.6346649 45.5349172),Batteries Plus Bulbs,,Mo-Fr 08:00-20:00; Sa 09:00-19:00; Su 10:00-18:00,,,Northeast Broadway,electronics
POINT (-122.6614699 45.526692),Spirit of '77,,Mo-Su 12:00-22:00,,,Northeast Martin Luther King Junior Boulevard,pub
POINT (-122.6416194 45.5220511),Slide Inn,bavarian,,,,Southeast Ankeny Street,restaurant
POINT (-122.6371535 45.5205345),Bamboo Sushi,japanese,"Mo-Fr 16:00-21:00, Sa-Su 12:00-21:00",,,Southeast 28th Avenue,restaurant
POINT (-122.642813 45.5230527),Pix Patisserie / Bar Vivant,,,,,,restaurant
POINT (-122.6417294 45.5220511),Jade Lounge,,,,,,bar
POINT (-122.6418608 45.5230039),No Preference,coffee_shop,"Mo-Fr 07:30-15:00; Sa,Su 08:00-15:00",,,East Burnside Street,cafe
POINT (-122.6371562 45.5206041),Ken's Artisan Pizza,pizza,"Fr,Sa 17:00-22:00; Tu-Th 17:00-21:00; Su 16:30-21:00",,yes,Southeast 28th Avenue,restaurant
POINT (-122.636867 45.5353048),Plants On Broadway,,,,,Northeast Broadway,garden_centre
POINT (-122.637255 45.5352909),Coco Donuts,,Mo-Fr 06:00-14:00; Sa-Su 07:00-14:00,yes,,Northeast Broadway,bakery
POINT (-122.6371569 45.5352931),Lotus Salon Spa,,,,,Northeast Broadway,beauty
POINT (-122.626285 45.5163527),Wolfsbane Tattoo Collective,,,,,Southeast Belmont Street,tattoo
POINT (-122.6821115 45.5245496),,,,,,,bicycle_parking
POINT (-122.6729788 45.5174389),Bottle + Kitchen,,"Mo-Th 06:30-11:00,11:30-23:00; Fr 06:30-24:00; Sa 07:00-11:30,12:00-24:00; Su 07:00-11:30,12:00-23:00",,,Southwest Morrison Street,bar
POINT (-122.6763408 45.5178723),H&M,,,yes,,Southwest Morrison Street,clothes
POINT (-122.6790191 45.5164785),Bank of America,,,yes,,,atm
POINT (-122.6802935 45.5186139),,,,yes,,,vacant
POINT (-122.6796028 45.5190413),Bank of America,,,,,,atm
POINT (-122.6914256 45.5231814),The Great North,,"Mo-Fr 06:00-18:00; Sa,Su 07:00-18:00",,,West Burnside Street,cafe
POINT (-122.6578887 45.5190308),Rum Club,,"00:00-02:00,16:00-24:00",limited,,Southeast Sandy Boulevard,bar
POINT (-122.6930987 45.5181367),,,,,,,drinking_water
POINT (-122.6724274 45.5197923),,,,,,,drinking_water
POINT (-122.6211137 45.5117246),,,,,,,parking_entrance
POINT (-122.6152027 45.5380784),Killer Burger,burger,,yes,yes,Northeast Sandy Boulevard,restaurant
POINT (-122.6722267 45.5201806),,,,,,,vending_machine
POINT (-122.5925867 45.5899123),,,,yes,,,toilets
POINT (-122.5942852 45.5885526),,,,,,,toilets
POINT (-122.5938568 45.5885816),,,,,,,atm
POINT (-122.6110637 45.5119658),,,,,,,bicycle_parking
POINT (-122.6143364 45.5120894),,,,,,,bicycle_parking
POINT (-122.6810456 45.526678),Pearl District Dental,,,,,Northwest 10th Avenue,dentist
POINT (-122.6813611 45.5266529),United States Postal Service,,,,,,post_box
POINT (-122.68074 45.528276),Hotlips Pizza,pizza,11:00-22:00,yes,,Northwest 9th Avenue,fast_food
